correction,record_id,title,known_gold,state_changed,before_score,after_score,score_delta,before_rank,after_rank,rank_improvement,before_state,after_state
mechanism,BC001-C357958F4485,Storage dispenser for objects,False,True,0.0,0.0,0.0,3149,2513,636,"{""rank"": 3149, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2513, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-C430F6A01892,Server-based payment system,False,True,0.0,0.0,0.0,3150,2522,628,"{""rank"": 3150, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2522, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-C746800E321C,"Charging control method and device, charging request method and device and charging authentication method and device of charging pile",False,True,0.0,0.0,0.0,3153,2546,607,"{""rank"": 3153, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""non_firearm_gun""], ""domain"": ""wrong_domain""}","{""rank"": 2546, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""non_firearm_gun""], ""domain"": ""wrong_domain""}"
mechanism,BC001-CA8810073F1A,Numerically-controlled machine tool electric cabinet reliability test device with environment loading function,False,True,0.0,0.0,0.0,3156,2576,580,"{""rank"": 3156, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2576, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-CB66541EC6E6,Method for a two-stage authorization of a charging process on a charging post,False,True,0.0,0.0,0.0,3158,2581,577,"{""rank"": 3158, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2581, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-CBA95B5B0896,"System, device and methods for drug compliance assistance",False,True,0.0,0.0,0.0,3159,2586,573,"{""rank"": 3159, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2586, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-D1A4408FBB83,Gun cabinet,False,True,0.0,2.0,2.0,3165,911,2254,"{""rank"": 3165, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""storage_only""], ""domain"": ""incidental_or_ambiguous""}","{""rank"": 911, ""score"": 2.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""storage_only""], ""domain"": ""incidental_or_ambiguous""}"
mechanism,BC001-D27B931C7135,"Plug-and-play system based on intelligent charging gun, and method for using same",False,True,0.0,0.0,0.0,3167,2634,533,"{""rank"": 3167, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""non_firearm_gun""], ""domain"": ""wrong_domain""}","{""rank"": 2634, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""non_firearm_gun""], ""domain"": ""wrong_domain""}"
mechanism,BC001-D34617348662,Hospital outpatient chronic disease detection data processing method and system,False,True,0.0,0.0,0.0,3170,2638,532,"{""rank"": 3170, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2638, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-D8759C8CD230,Gun receiving and dispatching management system and method,False,True,0.0,2.0,2.0,3178,917,2261,"{""rank"": 3178, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""storage_only""], ""domain"": ""incidental_or_ambiguous""}","{""rank"": 917, ""score"": 2.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""storage_only""], ""domain"": ""incidental_or_ambiguous""}"
mechanism,BC001-DA9846D1C3EA,Battery test system,False,True,0.0,0.0,0.0,3181,2684,497,"{""rank"": 3181, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2684, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-DE86F9F37398,Intelligent charging system for electric vehicle and charging control method,False,True,0.0,0.0,0.0,3185,2709,476,"{""rank"": 3185, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""non_firearm_gun""], ""domain"": ""wrong_domain""}","{""rank"": 2709, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""non_firearm_gun""], ""domain"": ""wrong_domain""}"
mechanism,BC001-E3E70B920E42,Different-place remote monitoring and safety precaution system equipment of treasure house,False,True,0.0,6.0,6.0,3191,682,2509,"{""rank"": 3191, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""E"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""storage_only""], ""domain"": ""incidental_or_ambiguous""}","{""rank"": 682, ""score"": 6.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""E"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""storage_only""], ""domain"": ""incidental_or_ambiguous""}"
mechanism,BC001-E7C501269780,Electric vehicle charging system and method,False,True,0.0,0.0,0.0,3193,2779,414,"{""rank"": 3193, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2779, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-E81D00DB6CDA,Multi -functional government affair service desktop terminal,False,True,0.0,0.0,0.0,3195,2780,415,"{""rank"": 3195, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2780, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-EB30AA997FD7,"Charging authorization method for object to be charged, and automatic authorization method and system for charging device",False,True,0.0,0.0,0.0,3199,2796,403,"{""rank"": 3199, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""non_firearm_gun""], ""domain"": ""wrong_domain""}","{""rank"": 2796, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""non_firearm_gun""], ""domain"": ""wrong_domain""}"
mechanism,BC001-F1CA1C90549C,Useful microorganism self-feeding system for smart farm technology service,False,True,0.0,0.0,0.0,3203,2857,346,"{""rank"": 3203, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2857, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-F6947716691D,Information transmission control method and device,False,True,0.0,0.0,0.0,3209,2896,313,"{""rank"": 3209, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""non_firearm_gun""], ""domain"": ""wrong_domain""}","{""rank"": 2896, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""non_firearm_gun""], ""domain"": ""wrong_domain""}"
mechanism,BC001-F8F6E473F228,Directional identification linkage self-locking informatization air supply system,False,True,0.0,2.0,2.0,3214,961,2253,"{""rank"": 3214, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""incidental_firearm"", ""storage_only""], ""domain"": ""incidental_or_ambiguous""}","{""rank"": 961, ""score"": 2.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""incidental_firearm"", ""storage_only""], ""domain"": ""incidental_or_ambiguous""}"
mechanism,BC001-F94F5599099C,"Discharging method, charging method, charging device and vehicle",False,True,0.0,0.0,0.0,3216,2922,294,"{""rank"": 3216, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2922, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-FAE756167262,Safety device for firearms with unfired ammunition,False,True,0.0,8.0,8.0,3223,666,2557,"{""rank"": 3223, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""attached_firing_control""}","{""rank"": 666, ""score"": 8.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""attached_firing_control""}"
mechanism,BC001-FB94CD80E131,Remote operation terminal and remote operation system for mobile crane,False,True,0.0,0.0,0.0,3225,2937,288,"{""rank"": 3225, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2937, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-FD3BBEFAA2D9,"Apparatus, methods and articles of manufacture for authentication, security and control of portable charging devices, such as batteries, and power storage devices.",False,True,0.0,0.0,0.0,3226,2956,270,"{""rank"": 3226, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 2956, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
storage,BC001-F135B46A4984,Biometric gun lock,False,True,52.0,50.0,-2.0,17,31,-14,"{""rank"": 17, ""score"": 52.0, ""features"": {""F2"": ""E"", ""F3"": ""E"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""E"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""firearm""}","{""rank"": 31, ""score"": 50.0, ""features"": {""F2"": ""E"", ""F3"": ""E"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""E"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""attached_firing_control""}"
storage,BC001-16E1EB95170A,Electronic gun lock bracket and unlocking and locking method thereof,False,True,41.5,39.5,-2.0,28,37,-9,"{""rank"": 28, ""score"": 41.5, ""features"": {""F2"": ""E"", ""F3"": ""E"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""I"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""firearm""}","{""rank"": 37, ""score"": 39.5, ""features"": {""F2"": ""E"", ""F3"": ""E"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""I"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""attached_firing_control""}"
storage,BC001-3F53B09CDA35,Safety system with biometric locking applied in holders for size and controlled storage of firearms,False,True,32.0,15.0,-17.0,37,235,-198,"{""rank"": 37, ""score"": 32.0, ""features"": {""F2"": ""E"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""E"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""firearm""}","{""rank"": 235, ""score"": 15.0, ""features"": {""F2"": ""E"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""E"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""holster_only"", ""storage_only""], ""domain"": ""incidental_or_ambiguous""}"
storage,BC001-EAD37A2B9B33,Remote managing method and apparatus for firearm,False,True,32.0,15.0,-17.0,47,244,-197,"{""rank"": 47, ""score"": 32.0, ""features"": {""F2"": ""E"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""E"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""firearm""}","{""rank"": 244, ""score"": 15.0, ""features"": {""F2"": ""E"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""E"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""storage_only""], ""domain"": ""incidental_or_ambiguous""}"
storage,BC001-B28BBFADE6F2,Gun lock and a firearm using the gun lock,False,True,28.0,26.0,-2.0,57,80,-23,"{""rank"": 57, ""score"": 28.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""E"", ""F6"": ""E"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""E""}, ""flags"": [], ""domain"": ""firearm""}","{""rank"": 80, ""score"": 26.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""E"", ""F6"": ""E"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""E""}, ""flags"": [], ""domain"": ""attached_firing_control""}"
storage,BC001-008F3848BF54,Firearm holster lock with fingerprint identification means,False,True,22.0,14.0,-8.0,92,270,-178,"{""rank"": 92, ""score"": 22.0, ""features"": {""F2"": ""E"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""firearm""}","{""rank"": 270, ""score"": 14.0, ""features"": {""F2"": ""E"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""holster_only""], ""domain"": ""incidental_or_ambiguous""}"
storage,BC001-5A5D802A6C72,Double-layer anti-explosion bullet cabinet,False,True,22.0,14.0,-8.0,105,299,-194,"{""rank"": 105, ""score"": 22.0, ""features"": {""F2"": ""E"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""firearm""}","{""rank"": 299, ""score"": 14.0, ""features"": {""F2"": ""E"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""storage_only""], ""domain"": ""incidental_or_ambiguous""}"
storage,BC001-7A39832F955A,"Securing mechanisms for preventing access to a firearm by unauthorized users, and safety housings for use therewith",False,True,22.0,14.0,-8.0,110,307,-197,"{""rank"": 110, ""score"": 22.0, ""features"": {""F2"": ""E"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""firearm""}","{""rank"": 307, ""score"": 14.0, ""features"": {""F2"": ""E"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""holster_only"", ""storage_only""], ""domain"": ""incidental_or_ambiguous""}"
